,Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,year,month,month_name,day,day_of_week,rt_normalized,profit,profit_ratio,overseas_gross
914,Steppin: The Movie,0.0,0.0,,1000000.0,2007-12-31,,,Weinstein Co.,Original Screenplay,Comedy,Contemporary Fiction,,,3.3,108.0,2007,12,December,31,Monday,,-1000000.0,-1.0,0.0
915,Strangers on a Train,7000000.0,7000000.0,,1200000.0,1951-07-03,PG,,Warner Bros.,,,,Alfred Hitchcock,98.0,8.3,34284.0,1951,7,July,3,Tuesday,9.8,5800000.0,4.833333333333333,0.0
916,Sugar Hill,18272447.0,18272447.0,,10000000.0,1994-02-25,R,,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,,22.0,5.3,1627.0,1994,2,February,25,Friday,2.2,8272447.0,0.8272447,0.0
917,Stiff Upper Lips,69582.0,69582.0,,5700000.0,1999-08-27,,,Cowboy Pictures,,,,,29.0,6.1,543.0,1999,8,August,27,Friday,2.9,-5630418.0,-0.9877926315789474,0.0
918,Shichinin no samurai,271736.0,271736.0,,500000.0,1956-11-19,,,Cowboy Pictures,Original Screenplay,Action,Historical Fiction,Akira Kurosawa,,8.8,96698.0,1956,11,November,19,Monday,,-228264.0,-0.456528,0.0
919,Sweet Charity,8000000.0,8000000.0,,20000000.0,1968-12-31,,,,,,,Bob Fosse,,7.0,1691.0,1968,12,December,31,Tuesday,,-12000000.0,-0.6,0.0
920,Sands of Iwo Jima,7800000.0,7800000.0,,1000000.0,1948-12-31,,,,,,,,100.0,7.1,4160.0,1948,12,December,31,Friday,10.0,6800000.0,6.8,0.0
921,The Spy Who Loved Me,46800000.0,185400000.0,,14000000.0,1977-07-13,,,MGM,Based on Book/Short Story,Action,Contemporary Fiction,,78.0,7.1,24938.0,1977,7,July,13,Wednesday,7.8,171400000.0,12.242857142857142,138600000.0
922,The Swindle,245359.0,5045359.0,,10000000.0,1998-12-25,,,New Yorker,,Comedy,,,,5.2,1417.0,1998,12,December,25,Friday,,-4954641.0,-0.4954641,4800000.0
923,Swingers,4505922.0,6542637.0,,200000.0,1996-10-18,R,,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Doug Liman,86.0,6.2,431.0,1996,10,October,18,Friday,8.6,6342637.0,31.713185,2036715.0
924,Snow White and the Seven Dwarfs,184925485.0,184925485.0,,1488000.0,2037-12-21,,,Walt Disney Pictures,Traditional/Legend/Fairytale,Musical,Fantasy,,97.0,7.8,38141.0,1937,12,December,21,Monday,9.7,183437485.0,123.27787970430107,0.0
925,The Sweet Hereafter,4306697.0,4306697.0,,5000000.0,1997-10-10,R,,Fine Line,Based on Book/Short Story,Drama,Contemporary Fiction,Atom Egoyan,100.0,7.8,16280.0,1997,10,October,10,Friday,10.0,-693303.0,-0.1386606,0.0
926,She Wore a Yellow Ribbon,5400000.0,5400000.0,,1600000.0,1948-12-31,,,,,,,John Ford,100.0,7.3,5825.0,1948,12,December,31,Friday,10.0,3800000.0,2.375,0.0
927,Sex with Strangers,247740.0,247740.0,,1100000.0,2002-02-22,Not Rated,,,Based on Real Life Events,Documentary,Factual,,39.0,5.0,151.0,2002,2,February,22,Friday,3.9,-852260.0,-0.7747818181818181,0.0
928,Spy Hard,26936265.0,26936265.0,,18000000.0,1996-05-24,PG-13,81.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,,7.0,4.7,12682.0,1996,5,May,24,Friday,0.7,8936265.0,0.4964591666666667,0.0
929,Shi Yue Wei Cheng,0.0,44195779.0,,23000000.0,2009-12-18,,,,,,,,,6.9,1795.0,2009,12,December,18,Friday,,21195779.0,0.9215556086956522,44195779.0
930,Tango,1687311.0,1687311.0,,4500000.0,1999-02-12,PG-13,,Sony Pictures Classics,Original Screenplay,Drama,Historical Fiction,,,6.9,1490.0,1999,2,February,12,Friday,,-2812689.0,-0.625042,0.0
931,The Age of Innocence,32014993.0,32014993.0,,34000000.0,1993-09-17,,,Sony/Columbia,Based on Book/Short Story,Drama,Historical Fiction,Martin Scorsese,81.0,7.1,16000.0,1993,9,September,17,Friday,8.1,-1985007.0,-0.05838255882352941,0.0
932,Talk Radio,3468572.0,3468572.0,,4000000.0,1988-12-01,,,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Oliver Stone,80.0,7.0,5659.0,1988,12,December,1,Thursday,8.0,-531428.0,-0.132857,0.0
933,The Texas Chainsaw Massacre,26572439.0,26572439.0,,140000.0,1974-10-18,R,,New Line,,Horror,,Tobe Hooper,90.0,6.1,39172.0,1974,10,October,18,Friday,9.0,26432439.0,188.8031357142857,0.0
934,The Texas Chainsaw Massacre 2,8025872.0,8025872.0,,4700000.0,1986-08-22,,,Cannon,Remake,Horror,Contemporary Fiction,Tobe Hooper,43.0,5.1,7702.0,1986,8,August,22,Friday,4.3,3325872.0,0.7076323404255319,0.0
935,Timecop,44853581.0,102053581.0,,28000000.0,1994-09-16,R,,Universal,Based on Comic/Graphic Novel,Action,Science Fiction,Peter Hyams,47.0,5.5,16570.0,1994,9,September,16,Friday,4.7,74053581.0,2.64477075,57200000.0
936,Tin Cup,53854588.0,75854588.0,,45000000.0,1996-08-16,R,105.0,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,Ron Shelton,69.0,6.1,17274.0,1996,8,August,16,Friday,6.9,30854588.0,0.6856575111111111,22000000.0
937,Torn Curtain,13000000.0,13000000.0,,3000000.0,1966-07-16,,,,,,,Alfred Hitchcock,81.0,6.6,8670.0,1966,7,July,16,Saturday,8.1,10000000.0,3.3333333333333335,0.0
938,To Die For,21284514.0,27688744.0,,20000000.0,1995-09-27,R,,Sony Pictures,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Gus Van Sant,87.0,6.8,18459.0,1995,9,September,27,Wednesday,8.7,7688744.0,0.3844372,6404230.0
939,Terror Train,8000000.0,8000000.0,,3500000.0,1979-12-31,,,,,,,Roger Spottiswoode,33.0,5.5,2479.0,1979,12,December,31,Monday,3.3,4500000.0,1.2857142857142858,0.0
940,Teen Wolf Too,7888000.0,7888000.0,,3000000.0,1987-11-20,,,Atlantic,Original Screenplay,Comedy,Fantasy,,14.0,2.8,5207.0,1987,11,November,20,Friday,1.4,4888000.0,1.6293333333333333,0.0
941,The Fan,18582965.0,18582965.0,,55000000.0,1996-08-16,R,117.0,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Tony Scott,40.0,5.6,20640.0,1996,8,August,16,Friday,4.0,-36417035.0,-0.6621279090909091,0.0
942,Timber Falls,0.0,0.0,,2600000.0,2007-12-07,R,,Slowhand Cinema,Original Screenplay,Horror,Contemporary Fiction,,38.0,5.3,2213.0,2007,12,December,7,Friday,3.8,-2600000.0,-1.0,0.0
943,Tae Guik Gi: The Brotherhood of War,1110186.0,69826708.0,,12500000.0,2004-09-03,R,,IDP Distribution,Original Screenplay,Drama,Historical Fiction,,,,,2004,9,September,3,Friday,,57326708.0,4.58613664,68716522.0
944,The Incredibly True Adventure of Two Girls in Love,2210408.0,2477155.0,,250000.0,1995-06-16,R,,Fine Line,Original Screenplay,Drama,Contemporary Fiction,,,5.8,1795.0,1995,6,June,16,Friday,,2227155.0,8.90862,266747.0
945,There Goes My Baby,125169.0,125169.0,,10500000.0,1994-09-02,R,,Orion Pictures,Original Screenplay,Comedy,Contemporary Fiction,,,6.3,507.0,1994,9,September,2,Friday,,-10374831.0,-0.9880791428571428,0.0
946,Tank Girl,4064333.0,4064333.0,,25000000.0,1995-03-01,R,,MGM,Based on Comic/Graphic Novel,Action,Science Fiction,,42.0,4.7,10772.0,1995,3,March,1,Wednesday,4.2,-20935667.0,-0.83742668,0.0
947,Top Gun,176786701.0,353786701.0,,15000000.0,1986-05-16,,,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,Tony Scott,45.0,6.5,80013.0,1986,5,May,16,Friday,4.5,338786701.0,22.58578006666667,177000000.0
948,Thunderball,63600000.0,141200000.0,,9000000.0,1965-12-29,,,MGM,Based on Book/Short Story,Action,,,91.0,7.0,27245.0,1965,12,December,29,Wednesday,9.1,132200000.0,14.688888888888888,77600000.0
949,The Calling,0.0,0.0,,2500000.0,2009-12-31,,,,,,,,,3.4,1113.0,2009,12,December,31,Thursday,,-2500000.0,-1.0,0.0
950,The Craft,24769466.0,55669466.0,,15000000.0,1996-05-03,R,100.0,Sony Pictures,Original Screenplay,Thriller/Suspense,Fantasy,Andrew Fleming,45.0,5.9,21130.0,1996,5,May,3,Friday,4.5,40669466.0,2.7112977333333332,30900000.0
951,It Happened One Night,2500000.0,2500000.0,,325000.0,1933-12-31,,,,,Romantic Comedy,,Frank Capra,97.0,8.3,25074.0,1933,12,December,31,Sunday,9.7,2175000.0,6.6923076923076925,0.0
952,The Net,50621733.0,110521733.0,,22000000.0,1995-07-28,PG-13,,Sony Pictures,Original Screenplay,Thriller/Suspense,Science Fiction,,33.0,5.6,24363.0,1995,7,July,28,Friday,3.3,88521733.0,4.023715136363636,59900000.0
953,La otra conquista,886410.0,886410.0,,3500000.0,2000-04-19,R,,Hombre de Oro,Original Screenplay,Drama,Historical Fiction,,,6.1,584.0,2000,4,April,19,Wednesday,,-2613590.0,-0.74674,0.0
954,The Journey,19800.0,19800.0,,500000.0,2003-07-11,Not Rated,,,,,,,,4.4,74.0,2003,7,July,11,Friday,,-480200.0,-0.9604,0.0
955,They Live,13000000.0,13000000.0,,4000000.0,1988-11-04,,,Universal,Based on Book/Short Story,Thriller/Suspense,Science Fiction,John Carpenter,88.0,7.0,20995.0,1988,11,November,4,Friday,8.8,9000000.0,2.25,0.0
956,Tales from the Hood,11784569.0,11784569.0,,6000000.0,1995-05-24,R,,Savoy,Original Screenplay,Horror,Contemporary Fiction,,33.0,5.8,1860.0,1995,5,May,24,Wednesday,3.3,5784569.0,0.9640948333333333,0.0
957,Time Bandits,37400000.0,37400000.0,,12000000.0,1981-11-06,,,Avco Embassy,Original Screenplay,Adventure,Fantasy,Terry Gilliam,94.0,6.9,22719.0,1981,11,November,6,Friday,9.4,25400000.0,2.1166666666666667,0.0
958,Tombstone,56505000.0,56505000.0,,25000000.0,1993-12-25,R,,Walt Disney Pictures,Based on Real Life Events,Western,Dramatization,George P. Cosmatos,77.0,7.7,43688.0,1993,12,December,25,Saturday,7.7,31505000.0,1.2602,0.0
959,Time Changer,1500711.0,1500711.0,,825000.0,2002-10-25,PG,,Five & Two Pictures,Original Screenplay,Drama,Fantasy,,22.0,5.0,1029.0,2002,10,October,25,Friday,2.2,675711.0,0.8190436363636364,0.0
960,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,78656813.0,78656813.0,,25000000.0,1991-03-22,,,New Line,Based on Comic/Graphic Novel,Adventure,Fantasy,,,5.3,12742.0,1991,3,March,22,Friday,,53656813.0,2.14627252,0.0
961,Teenage Mutant Ninja Turtles III,42273609.0,42273609.0,,21000000.0,1993-03-19,,,New Line,Based on Comic/Graphic Novel,Adventure,Fantasy,,30.0,4.3,9064.0,1993,3,March,19,Friday,3.0,21273609.0,1.013029,0.0
962,Tango & Cash,63408614.0,63408614.0,,55000000.0,1989-12-22,,,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Andrei Konchalovsky,39.0,5.8,25248.0,1989,12,December,22,Friday,3.9,8408614.0,0.1528838909090909,0.0
963,Teenage Mutant Ninja Turtles,135265915.0,202000000.0,,13500000.0,1990-03-30,,,New Line,Based on TV,Adventure,Fantasy,Steve Barron,,6.4,25867.0,1990,3,March,30,Friday,,188500000.0,13.962962962962964,66734085.0
964,Topaz,6000000.0,6000000.0,,4000000.0,1969-12-19,,,Universal,,,,Alfred Hitchcock,71.0,6.2,6389.0,1969,12,December,19,Friday,7.1,2000000.0,0.5,0.0
965,Taps,35856053.0,35856053.0,,14000000.0,1981-12-09,,,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,Harold Becker,79.0,6.5,6515.0,1981,12,December,9,Wednesday,7.9,21856053.0,1.5611466428571428,0.0
966,Trainspotting,16501785.0,24000785.0,,3100000.0,1996-07-19,R,94.0,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Danny Boyle,89.0,8.2,150483.0,1996,7,July,19,Friday,8.9,20900785.0,6.74218870967742,7499000.0
967,The Train,6800000.0,6800000.0,,5800000.0,1965-03-07,,,,,,,John Frankenheimer,83.0,7.8,4692.0,1965,3,March,7,Sunday,8.3,1000000.0,0.1724137931034483,0.0
968,Troop Beverly Hills,7190505.0,7190505.0,,18000000.0,1989-03-22,,,Sony/Columbia,Original Screenplay,Comedy,Contemporary Fiction,,8.0,4.7,3427.0,1989,3,March,22,Wednesday,0.8,-10809495.0,-0.6005275,0.0
969,Trekkies,617172.0,617172.0,,375000.0,1999-05-21,PG,,Paramount Pictures,Based on Real Life Events,Documentary,Factual,,,6.9,3004.0,1999,5,May,21,Friday,,242172.0,0.645792,0.0
970,True Lies,146282411.0,365300000.0,,100000000.0,1994-07-15,R,,20th Century Fox,Remake,Action,Contemporary Fiction,James Cameron,69.0,7.2,80581.0,1994,7,July,15,Friday,6.9,265300000.0,2.653,219017589.0
971,Terminator 2: Judgment Day,204859496.0,516816151.0,,100000000.0,1991-07-02,R,,Sony Pictures,Original Screenplay,Action,Science Fiction,James Cameron,98.0,8.5,237477.0,1991,7,July,2,Tuesday,9.8,416816151.0,4.16816151,311956655.0
972,Travellers and Magicians,506793.0,1058893.0,,1800000.0,2005-01-07,Not Rated,,Zeitgeist,Original Screenplay,Drama,,,,7.4,1069.0,2005,1,January,7,Friday,,-741107.0,-0.4117261111111111,552100.0
973,The Terminator,38019031.0,78019031.0,,6400000.0,1984-10-26,,,Orion Pictures,Original Screenplay,Action,Science Fiction,James Cameron,100.0,8.1,179606.0,1984,10,October,26,Friday,10.0,71619031.0,11.19047359375,40000000.0
974,Tremors,16667084.0,16667084.0,,10000000.0,1990-01-19,,,Universal,Original Screenplay,Action,Science Fiction,,88.0,7.2,29840.0,1990,1,January,19,Friday,8.8,6667084.0,0.6667084,0.0
975,True Romance,12281000.0,12281000.0,,12500000.0,1993-09-10,,,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Tony Scott,91.0,7.9,73829.0,1993,9,September,10,Friday,9.1,-219000.0,-0.01752,0.0
976,Tron,26918576.0,26918576.0,,17000000.0,1982-07-09,,,Walt Disney Pictures,Original Screenplay,Action,Science Fiction,,68.0,2.9,923.0,1982,7,July,9,Friday,6.8,9918576.0,0.5834456470588235,0.0
977,Trapeze,14400000.0,14400000.0,,4000000.0,1955-12-31,,,,,,,,60.0,6.7,1570.0,1955,12,December,31,Saturday,6.0,10400000.0,2.6,0.0
978,The Terrorist,195043.0,195043.0,,25000.0,2000-01-14,Not Rated,,Phaedra Cinema,,,,,,5.5,50.0,2000,1,January,14,Friday,,170043.0,6.80172,0.0
979,Trois,1161843.0,1161843.0,,200000.0,2000-02-11,NC-17,,Rainforest Productions,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,3.3,360.0,2000,2,February,11,Friday,,961843.0,4.809215,0.0
980,Things to Do in Denver when You're Dead,529766.0,529766.0,,15000000.0,1995-12-01,R,,Miramax,Original Screenplay,Black Comedy,Contemporary Fiction,,33.0,6.6,12789.0,1995,12,December,1,Friday,3.3,-14470234.0,-0.9646822666666667,0.0
981,A Time to Kill,108766007.0,152266007.0,,40000000.0,1996-07-24,R,150.0,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Joel Schumacher,68.0,7.1,38577.0,1996,7,July,24,Wednesday,6.8,112266007.0,2.806650175,43500000.0
982,Total Recall,119394839.0,261400000.0,,65000000.0,1990-06-01,,,Sony Pictures,Based on Book/Short Story,Action,Science Fiction,Paul Verhoeven,81.0,7.4,70355.0,1990,6,June,1,Friday,8.1,196400000.0,3.0215384615384617,142005161.0
983,This Thing of Ours,37227.0,37227.0,,2000000.0,2003-07-18,Not Rated,,,,Drama,,,,5.2,316.0,2003,7,July,18,Friday,,-1962773.0,-0.9813865,0.0
984,Tootsie,177200000.0,177200000.0,,15000000.0,1982-12-17,,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Sydney Pollack,87.0,7.4,31669.0,1982,12,December,17,Friday,8.7,162200000.0,10.813333333333333,0.0
985,That Thing You Do!,25857416.0,31748615.0,,2500000.0,1996-10-04,PG,110.0,20th Century Fox,Original Screenplay,Drama,Historical Fiction,Tom Hanks,92.0,6.7,25916.0,1996,10,October,4,Friday,9.2,29248615.0,11.699446,5891199.0
986,The Trouble With Harry,7000000.0,7000000.0,,1200000.0,1955-10-03,,,Paramount Pictures,,,,Alfred Hitchcock,89.0,7.2,11580.0,1955,10,October,3,Monday,8.9,5800000.0,4.833333333333333,0.0
987,Twins,111936388.0,216600000.0,,15000000.0,1988-12-09,,,Universal,Original Screenplay,Comedy,Contemporary Fiction,Ivan Reitman,33.0,,,1988,12,December,9,Friday,3.3,201600000.0,13.44,104663612.0
988,Twister,241888385.0,495900000.0,,88000000.0,1996-05-10,PG-13,117.0,Warner Bros.,Based on Book/Short Story,Action,Contemporary Fiction,Jan De Bont,57.0,6.0,61665.0,1996,5,May,10,Friday,5.7,407900000.0,4.635227272727272,254011615.0
989,Towering Inferno,116000000.0,139700000.0,,14000000.0,1974-12-17,,,20th Century Fox,,,,John Guillermin,,,,1974,12,December,17,Tuesday,,125700000.0,8.978571428571428,23700000.0
990,Taxi Driver,21100000.0,21100000.0,,1000000.0,1976-02-08,,,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Martin Scorsese,98.0,8.6,155774.0,1976,2,February,8,Sunday,9.8,20100000.0,20.1,0.0
991,Tycoon,121016.0,121016.0,,5000000.0,2003-06-13,Not Rated,,,,,,,,6.0,456.0,2003,6,June,13,Friday,,-4878984.0,-0.9757968,0.0
992,Toy Story,191796233.0,361948825.0,,30000000.0,1995-11-22,G,,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,John Lasseter,100.0,8.2,151143.0,1995,11,November,22,Wednesday,10.0,331948825.0,11.064960833333334,170152592.0
993,Twilight Zone: The Movie,29500000.0,29500000.0,,10000000.0,1983-06-24,,,Warner Bros.,Based on TV,Horror,Fantasy,Steven Spielberg,67.0,6.3,12054.0,1983,6,June,24,Friday,6.7,19500000.0,1.95,0.0
994,Unforgettable,2483790.0,2483790.0,,18000000.0,1996-02-23,R,,MGM,Original Screenplay,Thriller/Suspense,Science Fiction,John Dahl,23.0,5.7,2284.0,1996,2,February,23,Friday,2.3,-15516210.0,-0.8620116666666666,0.0
995,UHF,6157157.0,6157157.0,,5000000.0,1989-07-21,,,,,,,,55.0,6.6,12676.0,1989,7,July,21,Friday,5.5,1157157.0,0.2314314,0.0
996,Ulee's Gold,9054736.0,15600000.0,,2700000.0,1997-06-13,R,,Orion Pictures,Original Screenplay,Drama,Contemporary Fiction,,94.0,7.0,4041.0,1997,6,June,13,Friday,9.4,12900000.0,4.777777777777778,6545264.0
997,Under Siege 2: Dark Territory,50024083.0,104324083.0,,60000000.0,1995-07-14,R,,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,,34.0,5.1,15218.0,1995,7,July,14,Friday,3.4,44324083.0,0.7387347166666667,54300000.0
998,The Untouchables,76270454.0,76270454.0,,25000000.0,1987-06-03,,,Paramount Pictures,Based on TV,Action,Dramatization,Brian De Palma,81.0,8.0,86097.0,1987,6,June,3,Wednesday,8.1,51270454.0,2.05081816,0.0
999,Under the Rainbow,18826490.0,18826490.0,,20000000.0,1981-07-31,,,Warner Bros.,Original Screenplay,Comedy,Historical Fiction,,,4.9,1263.0,1981,7,July,31,Friday,,-1173510.0,-0.0586755,0.0
1000,Veer-Zaara,2938532.0,7017859.0,,7000000.0,2004-11-12,Not Rated,,Yash Raj Films,Original Screenplay,Drama,Contemporary Fiction,,,7.3,4155.0,2004,11,November,12,Friday,,17859.0,0.0025512857142857143,4079327.0
1001,Videodrome,2120439.0,2120439.0,,5952000.0,1983-02-04,,,Universal,Original Screenplay,Horror,Fantasy,David Cronenberg,,7.3,20080.0,1983,2,February,4,Friday,,-3831561.0,-0.6437434475806452,0.0
1002,Les Visiteurs,659000.0,98754000.0,,7000000.0,1996-07-12,R,,Miramax,Original Screenplay,Comedy,Fantasy,,,6.7,7393.0,1996,7,July,12,Friday,,91754000.0,13.107714285714286,98095000.0
1003,"Couloirs du temps: Les visiteurs 2, Les",146072.0,26146072.0,,20000000.0,1998-03-27,,,,Original Screenplay,Comedy,,,,,,1998,3,March,27,Friday,,6146072.0,0.3073036,26000000.0
1004,The Valley of Decision,9132000.0,9132000.0,,2160000.0,1944-12-31,,,,,,,,,7.3,682.0,1944,12,December,31,Sunday,,6972000.0,3.227777777777778,0.0
1005,Vampire in Brooklyn,19637147.0,19637147.0,,14000000.0,1995-10-27,R,,Paramount Pictures,Original Screenplay,Horror,Fantasy,Wes Craven,11.0,4.3,8200.0,1995,10,October,27,Friday,1.1,5637147.0,0.40265335714285716,0.0
1006,The Verdict,53977250.0,53977250.0,,16000000.0,1982-12-08,,,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,Sidney Lumet,96.0,7.7,10864.0,1982,12,December,8,Wednesday,9.6,37977250.0,2.373578125,0.0
1007,Virtuosity,23998226.0,23998226.0,,30000000.0,1995-08-04,R,,Paramount Pictures,Original Screenplay,Action,Science Fiction,,34.0,5.3,11079.0,1995,8,August,4,Friday,3.4,-6001774.0,-0.20005913333333333,0.0
1008,Everything Put Together,0.0,0.0,,500000.0,2001-11-02,R,,,,,,,,6.7,418.0,2001,11,November,2,Friday,,-500000.0,-1.0,0.0
1009,A View to a Kill,50327960.0,152627960.0,,30000000.0,1985-05-24,,,MGM,Based on Book/Short Story,Action,Contemporary Fiction,John Glen,39.0,6.1,23770.0,1985,5,May,24,Friday,3.9,122627960.0,4.087598666666667,102300000.0
1010,The Work and the Glory: American Zion,2025032.0,2025032.0,,6500000.0,2005-10-21,PG-13,100.0,Vineyard Distribution,Based on Book/Short Story,Drama,Historical Fiction,,,5.6,365.0,2005,10,October,21,Friday,,-4474968.0,-0.6884566153846153,0.0
1011,A Walk on the Moon,4741987.0,4741987.0,,14000000.0,1999-03-26,R,,Miramax,Original Screenplay,Drama,Historical Fiction,Tony Goldwyn,74.0,6.4,4125.0,1999,3,March,26,Friday,7.4,-9258013.0,-0.6612866428571429,0.0
1012,The Work and the Glory,3347647.0,3347647.0,,7500000.0,2004-11-24,PG,,Excel Entertainment,Based on Book/Short Story,Drama,Contemporary Fiction,,17.0,6.0,531.0,2004,11,November,24,Wednesday,1.7,-4152353.0,-0.5536470666666666,0.0
1013,The Work and the Story,16137.0,16137.0,,103000.0,2003-10-03,Not Rated,,Off-Hollywood Distribution,,Comedy,,,,5.1,82.0,2003,10,October,3,Friday,,-86863.0,-0.8433300970873786,0.0
1014,What the #$'! Do We Know,10941801.0,10941801.0,,4000000.0,2004-02-06,Not Rated,,Captured Light,Based on Real Life Events,Documentary,Factual,,,,,2004,2,February,6,Friday,,6941801.0,1.73545025,0.0
1015,Waiting for Guffman,2922988.0,2922988.0,,4000000.0,1997-01-31,R,,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,Christopher Guest,,7.4,14880.0,1997,1,January,31,Friday,,-1077012.0,-0.269253,0.0
1016,Who Framed Roger Rabbit?,154112492.0,351500000.0,,70000000.0,1988-06-22,,,Walt Disney Pictures,Based on Book/Short Story,Comedy,Fantasy,Robert Zemeckis,98.0,7.6,53541.0,1988,6,June,22,Wednesday,9.8,281500000.0,4.021428571428571,197387508.0
1017,White Fang,34729091.0,34729091.0,,14000000.0,1991-01-18,,,Walt Disney Pictures,Based on Book/Short Story,Adventure,Historical Fiction,Randal Kleiser,67.0,,,1991,1,January,18,Friday,6.7,20729091.0,1.4806493571428572,0.0
1018,White Squall,10229300.0,10229300.0,,38000000.0,1996-02-02,PG-13,,Walt Disney Pictures,Based on Real Life Events,Adventure,Dramatization,Ridley Scott,63.0,6.4,8385.0,1996,2,February,2,Friday,6.3,-27770700.0,-0.7308078947368422,0.0
1019,What's Eating Gilbert Grape,9170214.0,9170214.0,,11000000.0,1993-12-25,,,Paramount Pictures,,Drama,,Lasse Hallstrom,88.0,7.8,51219.0,1993,12,December,25,Saturday,8.8,-1829786.0,-0.1663441818181818,0.0
1020,Witchboard,7369373.0,7369373.0,,2000000.0,1986-12-31,,,Cinema Guild,Original Screenplay,Horror,Fantasy,,,5.2,1666.0,1986,12,December,31,Wednesday,,5369373.0,2.6846865,0.0
1021,The Wiz,13000000.0,13000000.0,,24000000.0,1978-10-24,,,,,Musical,,Sidney Lumet,37.0,4.5,4896.0,1978,10,October,24,Tuesday,3.7,-11000000.0,-0.4583333333333333,0.0
